#taem_proud,탬쭐탬쭐,1,UT,[보존성] 적에게 걸려있는 상태이상 중 중첩이 1인 것을 무작위로 골라 1회 더 부여합니다.,[K]!,@
taem_randombox,19년과 탬탬버린 이야기,0,UT,[일회성] 탬탬버린 전용 어빌리티 중 하나를 무작위로 페이지에 추가합니다.,[O]S(P>^taem*1),@
#taem_legacy,탬동부의 유산,1,UT,[일회성] [보존성] 페이지에서 비용이 1 이하인 어빌리티를 선택해 복사합니다.,[O][K]M(P>$|C1-)/S(P>$*1),@
#taem_chooseme,ㅊㅈㅁㅍㄹㅈ,3,UT,[일회성] {부끄러움}을 99 얻습니다. 페이지에 있는 모든 어빌리티의 비용을 0으로 만듭니다.,[O]S(M>shyness*99)/R(P>@)/V(@>0),@
$badgirl_attack,악녀 핵주먹,1,AT,최대 체력의 5%를 소비하여 저장합니다. (1.2 공격력)의 피해를 줍니다.,S(M>stored_health*Hx0.05)/S(H>-H*0.05)/E(A>A*1.2),hit
$badgirl_defend,악녀 가드,1,UT,(0.8 방어력)의 방어를 얻습니다. {저장 체력}이 최대 체력의 10%보다 많다면 추가로 (0.5 방어력)의 방어를 얻습니다.,S(B>B*0.8)/X(stored_health)/I(X>H*0.1)/S(B>B*0.5),@
badgirl_allofyou,기강 잡기,2,AT,[보존성] (1.5 공격력)의 피해를 줍니다. {저장 체력}을 전부 소모해 그 수치의 120%만큼 체력을 회복합니다.,[K]E(A>A*1.5)/X(stored_health)/S(H>X*1.2)/X(stored_health)/S(M>stored_health*-X),hitFire
badgirl_overturn,들어엎기,1,AT,(0.9 공격력)의 피해를 줍니다. {저장 체력} 수치의 10%만큼 {공격력}을 얻습니다.,E(A>A*0.7)/X(stored_health)/S(M>attack*Xx0.1),earth
badgirl_badword,(매우 심한 욕),1,AT,최대 체력의 5%를 소비하여 저장합니다. (0.9 공격력)의 피해를 주고 {혼미}를 1 부여합니다.,S(M>stored_health*Hx0.05)/S(H>-H*0.05)/E(A>A*0.9)/E(M>confusion*1),roar
badgirl_shouting,강렬한 샤우팅,2,AT,최대 체력의 5%를 소비하여 저장합니다. (1.4 공격력)의 피해를 주고 적의 어빌리티 북에 <청각 손실>을 넣습니다.,S(M>stored_health*Hx0.05)/S(H>-H*0.05)/E(A>A*1.4)/E(K>~being_deaf*1),roar
~being_deaf,청각 손실,1,IT,[일회성],[O],@
badgirl_loud,호탕한 성격,1,CT,내 턴이 끝날 때 최대 체력의 10%를 소비하여 저장하고 {저장 체력} 수치의 40%만큼 방어를 얻습니다.,[E]S(M>stored_health*Hx0.1)/S(H>-H*0.1)/X(stored_health)/S(B>X*0.4),@
#badgirl_strangetaste,이상한 취향,2,CT,공격성 어빌리티를 사용할 때마다 최대 체력의 3%를 소비하여 저장합니다. 내 턴이 끝날 때 {저장 체력} 수치의 25%만큼 체력을 회복합니다.,[U|AT]S(M>stored_health*Hx0.03)/S(H>-H*0.03)[E]X(stored_health)/S(H>X*0.25),@
#badgirl_voiceholic,목소리 후욱후욱,1,UT,[일회성] {저장 체력} 수치만큼 체력을 회복합니다.,[O]X(stored_health)/S(H>X),@
badgirl_secdrip,파괴적인 19금 드립,1,AT,(1.5 공격력)의 피해를 줍니다. 내 어빌리티 북에 <연령 제한 컨텐츠>를 넣습니다.,E(A>A*1.5)/S(K>~badgirl_adultcontent*1),hitFire
~badgirl_adultcontent,연령 제한 컨텐츠,1,IT,[일회성] 최대 체력의 5%를 소비하여 저장합니다. {매운 맛}을 3 얻습니다.,[O]S(M>stored_health*Hx0.05)/S(H>-H*0.05)/S(M>spice*3),@
badgirl_uncontrollable,주체할 수 없는 매운 맛,1,CT,공격성 어빌리티를 사용할 때마다 {매운 맛}을 1 얻습니다.,[U|AT]S(M>spice*1),@
badgirl_yellowcall,노란 딱지의 부름,1,UT,[일회성] [보존성] 페이지에서 무작위 방해성 어빌리티 하나를 소멸시키는 것으로 {공격력}이 10% 증가합니다. 페이지에 <노란 딱지의 부름>을 추가합니다.,[O][K]R(P>$|IT)/Q($)/S(M>attack*Ax0.1)/S(P>badgirl_yellowcall*1),@
badgirl_corrupt,타락시키기,0,UT,[보존성] 적이 체력을 전부 회복합니다. 적은 다음 턴에 회복된 만큼 체력을 다시 잃습니다.,[K]!,@
badgirl_promise,강제된 혼약,0,UT,[보존성] {구속}을 1 얻습니다. 가지고 있는 구속 중첩이 4 이상이라면 에너지를 1 회복합니다.,[K]S(M>bind*1)/X(bind)/I(X>3)/S(E>1),@
badgirl_oneside,일방적인 우결,0,UT,[보존성] 최대 체력의 10%를 소비하여 저장하고 어빌리티를 드로우합니다. {구속}을 2 얻습니다.,[K]S(M>stored_health*Hx0.1)/S(H>-H*0.1)/S(D>1)/S(M>bind*2),@
#badgirl_bride,만인의 신부,1,UT,[일회성] {구속}을 1 얻습니다. 어빌리티를 드로우합니다. 페이지에 <만인의 신부>를 추가합니다.,[O]S(M>bind*1)/S(D>1)/S(P>#badgirl_bride*1),@
#badgirl_slaves,스트리머 노예,2,CT,[소환물] 공격력: 0 / 체력: (최대 체력의 30%) / 데미지 흡수율: 50%의 노예를 앞세웁니다.,[M]{0|H*0.3|0.5},@
#badgirl_hornsnake,뿔뱀 출격,2,CT,[소환물] 공격력: (최대 체력의 5%) / 체력: (최대 체력의 10%) / 데미지 흡수율: 20%의 뿔뱀을 소환합니다. 내 턴이 끝날 때 {출혈}을 {저장 체력} 수치의 7%만큼 부여합니다.,[M]{H*0.05|H*0.1|0.2}[E]X(stored_health)/E(M>bleed*Xx0.07),claw
badgirl_snack,주전부리,2,UT,[일회성] {재생}을 10 얻습니다.,[O]S(M>restoration*10),@
#badgirl_letsfight,맞짱 뜨자!,0,UT,[일회성] 양 플레이어 모두 {도발}을 99 얻습니다. 에너지를 1 회복합니다.,S(M>taunt*99)/E(M>taunt*99)/S(E>1),@
badgirl_staff,악동부의 병상,1,UT,[일회성] [보존성] 페이지에서 공격성 어빌리티를 선택해 복사합니다.,[O][K]M(P>$|AT)/S(P>$*1),@
#badgirl_mynameis,내 이름 김고추,1,UT,[휘발성] 어빌리티 북에 <연령 제한 컨텐츠>를 넣습니다. 어빌리티를 3개 드로우합니다.,[V]S(K>~badgirl_adultcontent*1)/S(D>3),@
$chap_attack,고차비 공격,1,AT,(1.0 공격력)의 피해를 줍니다.,E(A>A),hit
$chap_defend,고차비 방어,1,UT,(1.0 방어력)의 방어를 얻습니다.,S(B>B),@
chap_sweetpotato,화난 찹쌀이: 고구마맛,1,UT,<고구마 찹쌀이> 토큰 2개를 내 어빌리티 북에 넣습니다.,S(K>~mochi_sweetpotato*2),@
chap_pumpkin,뾰루퉁한 찹쌀이: 호박맛,1,UT,<호박 찹쌀이> 토큰 2개를 내 어빌리티 북에 넣습니다.,S(K>~mochi_pumpkin*2),@
chap_banana,신난 찹쌀이: 바나나맛,1,UT,<바나나 찹쌀이> 토큰 2개를 내 어빌리티 북에 넣습니다.,S(K>~mochi_banana*2),@
chap_strawberry,행복한 찹쌀이: 딸기맛,1,UT,<딸기 찹쌀이> 토큰 2개를 내 어빌리티 북에 넣습니다.,S(K>~mochi_strawberry*2),@
chap_greentea,평온한 찹쌀이: 녹차맛,1,UT,<녹차 찹쌀이> 토큰 2개를 내 어빌리티 북에 넣습니다.,S(K>~mochi_greentea*2),@
#chap_kiwi,슬픈 찹쌀이: 키위맛,1,UT,<키위 찹쌀이> 토큰을 내 어빌리티 북에 넣습니다.,S(K>~mochi_kiwi*1),@
~mochi_sweetpotato,고구마 찹쌀이,0,AT,[일회성] [휘발성] (0.2 공격력)의 피해를 줍니다. {찹쌀이}를 2 부여합니다. 어빌리티를 드로우합니다.,[V][O]E(A>A*0.2)/E(M>chap*2)/S(D>1),hit
~mochi_pumpkin,호박 찹쌀이,0,AT,[일회성] [휘발성] (0.4 공격력)의 피해를 줍니다. {찹쌀이}를 1 부여합니다. 공격성 어빌리티를 드로우합니다.,[V][O]E(A>A*0.4)/E(M>chap*1)/S(D>1),hit
~mochi_banana,바나나 찹쌀이,0,UT,[일회성] [휘발성] (0.5 방어력)의 방어를 얻습니다. 적에게 {찹쌀이}를 1 부여합니다. 어빌리티를 드로우합니다.,[V][O]S(B>B*0.5)/E(M>chap*1)/S(D>1),@
~mochi_strawberry,딸기 찹쌀이,0,UT,[일회성] [휘발성] (0.5 공격력)의 피해를 줍니다. {찹쌀이}를 2 부여합니다.,[V][O]E(A>A*0.5)/E(M>chap*2),@
~mochi_greentea,녹차 찹쌀이,0,UT,[일회성] [휘발성] 페이지에 있는 어빌리티 수만큼 적에게 {찹쌀이}를 부여합니다. 어빌리티를 드로우합니다.,[V][O]X(P>@)/E(M>chap*X)/S(D>1),@
~mochi_kiwi,키위 찹쌀이,0,AT,[일회성] [휘발성] (1.0 공격력)의 피해를 줍니다. 적에게 부여된 {찹쌀이} 중첩을 2배로 만듭니다. 어빌리티를 드로우합니다.,[V][O]E(A>A)/X(_chap)/E(M>chap*X)/S(D>1),hit
chap_hoguma,호구마!,3,UT,[보존성] 페이지에 있는 찹쌀이 토큰을 전부 복사합니다.,[K]R(P>@|^mochi)/S(P>@),@
chap_throw,찹쌀이 투척,2,AT,(1.5 공격력)의 피해를 줍니다. 무작위 찹쌀이 토큰을 어빌리티 북에 3개 넣습니다.,E(A>A*1.5)/S(K>^mochi*1)/S(K>^mochi*1)/S(K>^mochi*1),hit
chap_revolt,찹쌀이들의 반란,2,CT,찹쌀이 토큰을 사용할 때마다 적에게 {중독}을 (0.05 공격력)만큼 부여합니다.,[U|^mochi]E(M>poison*Ax0.05),@
chap_crown,찹쌀이를 위한 왕관,1,UT,(0.5 방어력)의 방어를 얻습니다. 페이지에 있는 찹쌀이 토큰이 전부 <왕관 찹쌀이>로 변합니다.,S(B>B*0.5)/R(P>@|^mochi)/Z(@>~mochi_crown),@
~mochi_crown,왕관 찹쌀이,0,AT,[일회성] [휘발성] (0.3 공격력)의 피해를 줍니다. (0.3 방어력)의 방어를 얻습니다. 적에게 {찹쌀이}를 2 부여합니다. 어빌리티를 드로우합니다.,[V][O]E(A>A*0.3)/S(B>B*0.3)/E(M>chap*2)/S(D>1),hit
chap_reddiamond,붉은 다이아 문양,2,CT,[카운트] 내가 어빌리티를 사용할 때마다 카운트를 1 얹습니다. 카운트가 8이 되면 (1.0 공격력)의 피해를 주고 (1.0 방어력)의 방어를 얻은 후 카운트를 0으로 초기화합니다.,[W]{0}[U]W(1)/I(W>7)/E(A>A)/S(B>B)/W(R),hit
chap_intelligence,공대여신의 지성,2,CT,[카운트] 내가 어빌리티를 사용할 때마다 카운트를 1 얹습니다. 카운트가 12가 되면 에너지를 1 회복하고 카운트를 0으로 초기화합니다.,[W]{0}[U]W(1)/I(W>11)/S(E>1)/W(R),@
chap_yesss,눼에에...,1,UT,(1.0 방어력)의 방어를 얻습니다. 내 어빌리티 북에 들어있는 어빌리티의 개수가 10개 이상이면 어빌리티를 드로우합니다.,S(B>B)/X(K>@)/I(X>9)/S(D>1),@
chap_chabc,Ch.ABC,0,UT,내 어빌리티 북에 들어있는 어빌리티의 개수가 10개 이상이면 에너지를 1 회복합니다.,X(K>@)/I(X>9)/S(E>1),@
chap_refactoring,게임 제작: 리팩토링,2,UT,[일회성] [보존성] 내 어빌리티 북에 들어있는 방해성 어빌리티를 전부 소멸시키고 그 개수만큼 {재생}을 얻습니다.,[O][K]R(K>@|IT)/X(@)/Q(@)/S(M>restoration*X),@
chap_datacontrol,게임 제작: 자료 제어,1,UT,[일회성] [보존성] 페이지에 있는 어빌리티를 선택하여 해당 어빌리티에 [일회성] 능력을 부여하고 비용을 0으로 만듭니다.,[O][K]M(P>$)/V($>O)/V($>0),@
#chap_luckychab,최강 운차비,1,UT,[일회성] 다음 턴에 받는 모든 피해를 30% 확률로 회피합니다.,[O]S(M>luck*1),@
chap_cutethumbnail,귀여운 썸네일,0,UT,[일회성] 다음 턴에 에너지를 1 얻습니다.,[O]S(M>more_energy*1),@
chap_webtoon,찹툰 -동결 상태-,1,UT,공격성 어빌리티를 2개까지 드로우합니다.,S(DAT>2),@
#chap_kuma,쿠마냥이,1,UT,[일회성] [보존성] 페이지에서 일회성 어빌리티를 하나 선택해 복제합니다.,[O][K]M(P>$|O)/S(P>$*1),@
ai_deal,트수의 공격,1,AT,N,(1.0 공격력)의 피해를 줍니다.,E(A>A*1),hit
ai_silent,트수의 방어,1,UT,N,(1.0 방어력)의 방어를 얻습니다.,S(B>B*1),@
ai_fiercer,과격화,0,UT,F,{공격력}이 15% 증가합니다.,S(M>attack*Ax0.15),@
ai_madness,광폭화,1,UT,F,[일회성] {공격력}이 30% 증가합니다.,[O]S(M>attack*Ax0.3),@
ai_bigdeal,극딜,1,AT,P,(0.8 공격력)의 피해를 줍니다. 어빌리티를 2개 드로우합니다.,E(A>A*0.8)/S(D>2),hitFire
ai_strengthening,과격해지는 채팅,2,CT,C,내 턴이 끝날 때 {공격력}이 10% 증가합니다.,[E]S(M>attack*Ax0.1),@
ai_macrochat,채팅 매크로,1,CT,C,내 턴이 끝날 때 (0.5 공격력)의 피해를 줍니다.,[E]E(A>A*0.5),@
ai_quit,다른 방으로 도망,1,UT,P,(0.8 방어력)의 방어를 얻습니다. 어빌리티를 2개 드로우합니다.,S(B>B*0.8)/S(D>2),@
ai_nochat,무채팅 시청,0,UT,F,(0.4 방어력)의 방어를 얻습니다. {방어력}이 10% 증가합니다.,S(B>B*0.4)/S(M>defense*Bx0.1),@
ai_crouch,웅크리기,1,UT,F,[일회성] (0.5 방어력)의 방어를 얻습니다. {방어력}이 40% 증가합니다.,[O]S(B>B*0.5)/S(M>defense*60),@
ai_dodge,충성충성 ^^7,1,UT,E,(0.3 방어력)의 방어를 얻습니다. {방어 보존}을 1 얻습니다.,S(B>B*0.3)/S(M>conserve_def*1),@
ai_incsense,향상되는 눈치,2,CT,C,내 턴이 끝날 때 {방어력}이 10% 증가합니다.,[E]S(M>defense*Bx0.1),@
ai_sensing,눈치 100단,1,CT,C,내 턴이 끝날 때 (0.5 방어력)의 방어를 얻습니다.,[E]S(B>B*0.5),@
ai_guerilla,치고 빠지기,1,AT,E,가지고 있는 방어만큼 피해를 줍니다.,E(A>F),hit
ai_follow,팔로우,0,UT,P,어빌리티를 드로우합니다.,S(D>1),@
ai_subscription,구독,1,UT,P,[일회성] 어빌리티를 3개 드로우합니다.,[O]S(D>3),@
ai_winevent,이벤트 당첨,0,UT,F,에너지를 1 회복합니다.,S(E>1),@
ai_badcomment,악플 등록,2,AT,N,(1.0 공격력)의 피해를 줍니다. 적의 어빌리티 북에 <악플러>를 넣습니다.,E(A>A)/E(K>~malicious_comment*1),hit
ai_plastering,의미없는 도배,0,UT,P,적의 어빌리티 북에 <악성 시청자>를 넣습니다. 어빌리티를 드로우합니다.,E(K>~malicious_viewer*1)/S(D>1),@
ai_mentionothers,타 스트리머 언급,1,AT,N,(0.7 공격력)의 피해를 줍니다. 적의 어빌리티 북에 <악성 시청자>를 넣습니다.,E(A>A*0.7)/E(K>~malicious_viewer*1),hit
ai_agro,어그로 끌기,1,AT,N,(0.8 공격력)의 피해를 줍니다. 적의 어빌리티 북에 <무개념 시청자>를 넣습니다.,E(A>A*0.8)/E(K>~idiot_viewer*1),hit
ai_squandering,분탕질,2,UT,F,[서장] [일회성] 적의 어빌리티 북에 <무개념 시청자>와 <악성 시청자>를 각 2개씩 넣습니다.,[O]E(K>~idiot_viewer*2)/E(K>~malicious_viewer*2),@
ai_maliciousbot,악성 봇,3,CT,C,내 턴이 끝날 때 적의 어빌리티 북에 <무개념 시청자>와 <악성 시청자>를 각 1개씩 넣습니다.,[E]E(K>~idiot_viewer*1)/E(K>~malicious_viewer*1),@
ai_cashdeal,돈으로 때리기,0,AT,F,적의 방어만큼 피해를 줍니다.,E(A>f),hit
ai_chatrush,채팅 러쉬,0,UT,F,걸려있는 상태이상을 전부 제거합니다.,!,@
ai_kookooroo,쿠쿠루쿠쿠,1,UT,F,적의 어빌리티 북에 있는 무작위 어빌리티를 소멸시킵니다.,R(k>$)/Q($),@
ai_m416,저격 배그: M416 연발 사격,1,AT,N,(0.9 공격력)의 피해를 줍니다. {출혈}을 (0.15 공격력)만큼 부여합니다.,E(A>A*0.9)/E(M>bleed*Ax0.15),gun
ai_kar98k,저격 배그: Kar98K 저격,2,AT,N,(2.0 공격력)의 피해를 줍니다. {출혈}을 (0.1 공격력)만큼 부여합니다.,E(A>A*2)/E(M>bleed*Ax0.1),gun
ai_grenade,저격 배그: 감자 망겜,2,AT,N,(1.5 공격력)의 피해를 줍니다. {혼미}를 1 부여합니다.,E(A>A*1.5)/E(M>confusion*1),explosion
ai_firebottle,저격 배그: 화염병,1,AT,N,(0.2 공격력)의 피해를 줍니다. {화상}을 2 부여합니다.,E(A>A*0.2)/E(M>burn*2),fire
ai_highhelmet,저격 배그: 3뚝 장비,2,UT,F,(0.8 방어력)의 방어를 얻습니다. {충격 완화}를 3 얻습니다.,S(B>B*0.8)/S(M>shock_mitigation*3),@
ai_armor,저격 배그: 방탄 조끼,2,UT,N,(1.0 방어력)의 방어를 얻습니다. {방어막}을 5 얻습니다.,S(B>B)/S(M>barrier*5),@
ai_medicalkit,저격 배그: 의료용 키트,1,UT,N,[일회성] {재생}을 10 얻습니다.,[O]S(M>restoration*10),@
ai_teemo,저격 롤: 티모충,1,UT,F,내 어빌리티 북에 <저격 롤: 유독성 함정>을 2개 넣습니다.,S(K>~ai_poisontrap*2),@
~ai_poisontrap,저격 롤: 유독성 함정,0,UT,F,적에게 {중독}을 (0.15 공격력)만큼 부여합니다. 어빌리티를 드로우합니다.,E(M>poison*Ax0.15)/S(D>1),@
ai_yasuo,저격 롤: '그 과학',1,AT,N,(0.8 공격력)의 피해를 줍니다. 동일한 양의 방어를 얻습니다.,E(A>A*0.8)/S(B>A*0.8),slash
ai_junglegap,저격 롤: ㅈㄱㅊㅇ,1,UT,F,적에게 {도발}을 5 부여합니다.,E(M>taunt*5),@
ai_ironplay,저격 롤: 아이언급 플레이,1,UT,F,적에게 {실명}을 1 부여합니다.,E(M>blind*1),@
ai_orderignore,저격 롤: 오더 무시,1,UT,F,적에게 {답답}을 1 부여합니다.,E(M>stuffy*1),@
